--------- beginning of main
06-30 16:51:21.012  2719  3236 I KASPRESSO: Operation: Check=IS_DISPLAYED(description={null}).
06-30 16:51:21.012  2719  3236 I KASPRESSO: ComposeInteraction: matcher: (hasAnyAncestorThat(Empty matcher)) && (TestTag = 'SavingGoalConfirmButton'); position: 0; useUnmergedTree: false.
06-30 16:51:21.028  2719  3236 I KASPRESSO: Operation: Perform=PERFORM_CLICK(description={null}).
06-30 16:51:21.028  2719  3236 I KASPRESSO: ComposeInteraction: matcher: (hasAnyAncestorThat(Empty matcher)) && (TestTag = 'SavingGoalConfirmButton'); position: 0; useUnmergedTree: false.
06-30 16:51:21.052  2719  3236 I KASPRESSO: TEST STEP: "4. Save the new goal" in AddNewGoalTest SUCCEED. It took 0 minutes, 0 seconds and 330 millis. 
06-30 16:51:21.052  2719  3236 I KASPRESSO: ___________________________________________________________________________
06-30 16:51:21.688  2719  3236 I KASPRESSO: Screenshot saved to /data/user/0/com.starry.greenstash/files/screenshots/com.starry.greenstash.tests.AddNewGoalTest/addNewGoalTest/AddNewGoalTest_step_4.png
06-30 16:51:21.693  2719  3236 I KASPRESSO: ___________________________________________________________________________
06-30 16:51:21.693  2719  3236 I KASPRESSO: TEST STEP: "5. Verify that the goal was added" in AddNewGoalTest
06-30 16:51:21.695  2719  3236 I KASPRESSO: Operation: Check=IS_DISPLAYED(description={null}).
06-30 16:51:21.695  2719  3236 I KASPRESSO: ComposeInteraction: matcher: Empty matcher; position: 0; useUnmergedTree: false.
06-30 16:51:24.317  2719  3236 I KASPRESSO: ___________________________________________________________________________
06-30 16:51:24.317  2719  3236 I KASPRESSO: TEST STEP: "5.1. Check that the goal title is displayed" in AddNewGoalTest
06-30 16:51:24.317  2719  3236 I KASPRESSO: Operation: Check=ASSERT_TEXT_EQUALS(description={null}).
06-30 16:51:24.317  2719  3236 I KASPRESSO: ComposeInteraction: matcher: (hasAnyAncestorThat(Empty matcher)) && (TestTag = 'GoalTitleText'); position: 0; useUnmergedTree: false.
06-30 16:51:24.333  2719  3236 I KASPRESSO: TEST STEP: "5.1. Check that the goal title is displayed" in AddNewGoalTest SUCCEED. It took 0 minutes, 0 seconds and 16 millis. 
06-30 16:51:24.338  2719  3236 I KASPRESSO: ___________________________________________________________________________
06-30 16:51:24.651  2719  3236 I KASPRESSO: Screenshot saved to /data/user/0/com.starry.greenstash/files/screenshots/com.starry.greenstash.tests.AddNewGoalTest/addNewGoalTest/AddNewGoalTest_step_6.png
06-30 16:51:24.651  2719  3236 I KASPRESSO: ___________________________________________________________________________
06-30 16:51:24.651  2719  3236 I KASPRESSO: TEST STEP: "5.2. Check that the target amount is correct" in AddNewGoalTest
06-30 16:51:24.652  2719  3236 I KASPRESSO: Operation: Check=ASSERT_TEXT_CONTAINS(description={null}).
06-30 16:51:24.652  2719  3236 I KASPRESSO: ComposeInteraction: matcher: (hasAnyAncestorThat(Empty matcher)) && (TestTag = 'GoalStatusText'); position: 0; useUnmergedTree: false.
06-30 16:51:24.666  2719  3236 I KASPRESSO: TEST STEP: "5.2. Check that the target amount is correct" in AddNewGoalTest SUCCEED. It took 0 minutes, 0 seconds and 15 millis. 
06-30 16:51:24.666  2719  3236 I KASPRESSO: ___________________________________________________________________________
06-30 16:51:24.962  2719  3236 I KASPRESSO: Screenshot saved to /data/user/0/com.starry.greenstash/files/screenshots/com.starry.greenstash.tests.AddNewGoalTest/addNewGoalTest/AddNewGoalTest_step_7.png
06-30 16:51:24.962  2719  3236 I KASPRESSO: TEST STEP: "5. Verify that the goal was added" in AddNewGoalTest SUCCEED. It took 0 minutes, 3 seconds and 269 millis. 
06-30 16:51:24.962  2719  3236 I KASPRESSO: ___________________________________________________________________________
06-30 16:51:25.161  2719  3236 I KASPRESSO: Screenshot saved to /data/user/0/com.starry.greenstash/files/screenshots/com.starry.greenstash.tests.AddNewGoalTest/addNewGoalTest/AddNewGoalTest_step_5.png
06-30 16:51:25.161  2719  3236 I KASPRESSO: ---------------------------------------------------------------------------
06-30 16:51:25.161  2719  3236 I KASPRESSO: AFTER TEST SECTION
06-30 16:51:25.162  2719  3236 I KASPRESSO: ---------------------------------------------------------------------------
06-30 16:51:25.162  2719  3236 I KASPRESSO: ---------------------------------------------------------------------------
06-30 16:51:25.162  2719  3236 I KASPRESSO: TEST PASSED
06-30 16:51:25.162  2719  3236 I KASPRESSO: ---------------------------------------------------------------------------
06-30 16:51:25.165  2719  3236 I KASPRESSO: Dump logcat buffer to /data/user/0/com.starry.greenstash/files/logcat/com.starry.greenstash.tests.AddNewGoalTest/addNewGoalTest/TestLogcat.txt: logcat -b default -d -t "06-30 16:51:06.508" -s "KASPRESSO","KASPRESSO_TEST"
