"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20960","editGoalTest","","Mon Jun 30 19:02:58 GMT 2025","passed","Mon Jun 30 19:03:19 GMT 2025","","com.starry.greenstash.tests.EditGoalTest","com.starry.greenstash.tests.EditGoalTest","editGoalTest"
"","24990","addNewGoalTest","","Mon Jun 30 19:02:23 GMT 2025","passed","Mon Jun 30 19:02:48 GMT 2025","","com.starry.greenstash.tests.AddNewGoalTest","com.starry.greenstash.tests.AddNewGoalTest","addNewGoalTest"
