"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23883","editGoalTest","","Mon Jun 30 17:26:40 GMT 2025","passed","Mon Jun 30 17:27:04 GMT 2025","","com.starry.greenstash.tests.EditGoalTest","com.starry.greenstash.tests.EditGoalTest","editGoalTest"
"","28764","addNewGoalTest","","Mon Jun 30 17:26:05 GMT 2025","passed","Mon Jun 30 17:26:34 GMT 2025","","com.starry.greenstash.tests.AddNewGoalTest","com.starry.greenstash.tests.AddNewGoalTest","addNewGoalTest"
